system:time_start,2017,2018,2019,2020,2021,2022,2017_interpolate,2018_interpolate,2019_interpolate,2020_interpolate,2021_interpolate,2022_interpolate,2017_phenology,2018_phenology,2019_phenology,2020_phenology,2021_phenology,2022_phenology
06-14,0.3097888888888889,,0.3421555555555555,0.5463166666666667,0.65976,0.1739230769230769,0.3097888888888889,0.2698222222222222,0.3421555555555555,0.5463166666666667,0.65976,0.1739230769230769,,,,,,
06-15,0.4275,0.1798,0.305,0.4442,0.2599,0.2347888888888888,0.4275,0.1798,0.305,0.4442,0.2599,0.2347888888888888,,,,,,
06-16,,0.16238125,0.3135428571428571,0.3551499999999999,0.4330277777777778,0.23695,0.4015833333333333,0.16238125,0.3135428571428571,0.3551499999999999,0.4330277777777778,0.23695,,,,,,
06-17,0.3756666666666666,0.3311571428571428,0.4366,0.3094,,0.1837055555555555,0.3756666666666666,0.3311571428571428,0.4366,0.3094,0.3292138888888889,0.1837055555555555,,,,,,
06-18,0.3976714285714285,0.207,,0.212125,0.2254,0.2154166666666666,0.3976714285714285,0.207,0.2982823529411764,0.212125,0.2254,0.2154166666666666,,,,,,
06-19,,0.208,0.1599647058823529,0.2794666666666666,0.3398375,0.2074888888888889,0.3976714285714285,0.208,0.1599647058823529,0.2794666666666666,0.3398375,0.2074888888888889,,,,,,
06-20,,0.1841294117647058,,0.2318444444444444,0.218025,0.1932166666666666,0.4200193650793651,0.1841294117647058,0.1217156862745097,0.2318444444444444,0.218025,0.1932166666666666,,,,,,
06-21,0.44972,0.1793,0.0834666666666666,0.2275555555555555,,0.21935,0.44972,0.1793,0.0834666666666666,0.2275555555555555,0.2992,0.21935,,,,,,
06-22,0.4126666666666667,0.1757461538461538,0.2463636363636363,0.16434,,0.2790588235294117,0.4126666666666667,0.1757461538461538,0.2463636363636363,0.16434,0.2856875,0.2790588235294117,,,,,,PO
06-23,0.4191294117647058,0.1670555555555555,0.2236999999999999,0.2152555555555555,,,0.4191294117647058,0.1670555555555555,0.2236999999999999,0.2152555555555555,0.2992,0.2605088235294117,PD,PO,,,,
06-24,,0.1446,0.2465,0.4648,,0.2419588235294117,0.3976523965141612,0.1446,0.2465,0.4648,0.3062089285714285,0.2419588235294117,,,PO,,,
06-25,,0.2068111111111111,0.2060733333333333,0.2146875,0.2992,0.2361,0.3611611111111111,0.2068111111111111,0.2060733333333333,0.2146875,0.2992,0.2361,,,,PO,PO,
06-26,0.3611611111111111,,0.09935,0.1835555555555555,0.4988166666666667,0.3596833333333333,0.3611611111111111,0.1918055555555555,0.09935,0.1835555555555555,0.4988166666666667,0.3596833333333333,,,,,,
06-27,0.3530555555555555,0.1768,0.2547,0.1907142857142857,0.2695666666666667,,0.3530555555555555,0.1768,0.2547,0.1907142857142857,0.2695666666666667,0.2361,,,,,,
06-28,0.2922277777777777,,0.2172722222222222,0.1584666666666666,0.2729666666666667,,0.2922277777777777,0.22728,0.2172722222222222,0.1584666666666666,0.2729666666666667,0.2656763616557734,,,,,,
06-29,0.3111416666666666,0.27776,0.1605055555555555,0.1331,0.129525,0.1733222222222222,0.3111416666666666,0.27776,0.1605055555555555,0.1331,0.129525,0.1733222222222222,,,,,,
06-30,0.3675777777777778,,,0.20501875,0.1342125,0.2640235294117647,0.3675777777777778,0.3609466666666666,0.1605055555555555,0.20501875,0.1342125,0.2640235294117647,,,,,,
07-01,0.3395222222222222,0.4441333333333333,,0.2478833333333333,0.2529444444444444,0.24942,0.3395222222222222,0.4441333333333333,0.1491124183006535,0.2478833333333333,0.2529444444444444,0.24942,,,,,,
07-02,0.2732222222222222,0.5256555555555555,0.1289611111111111,0.1944222222222222,0.38648,,0.2732222222222222,0.5256555555555555,0.1289611111111111,0.1944222222222222,0.38648,0.3391975,,,,,,
07-03,0.2515,0.6008388888888889,0.1578705882352941,0.0808222222222222,,0.428975,0.2515,0.6008388888888889,0.1578705882352941,0.0808222222222222,0.3870788888888888,0.428975,,,,,,
07-04,0.2238777777777778,0.6478,0.3424944444444444,0.3411111111111111,0.3876777777777778,0.1576666666666666,0.2238777777777778,0.6478,0.3424944444444444,0.3411111111111111,0.3876777777777778,0.1576666666666666,,,,,,
07-05,0.2294529411764705,0.632,0.3021,,0.39805,0.4489944444444444,0.2294529411764705,0.632,0.3021,0.3283333333333332,0.39805,0.4489944444444444,,,,,,
07-06,0.2085625,0.6585428571428571,0.3452222222222222,0.3155555555555555,0.2933111111111111,0.5079111111111111,0.2085625,0.6585428571428571,0.3452222222222222,0.3155555555555555,0.2933111111111111,0.5079111111111111,,,,,,
07-07,0.1465,,,0.4551,0.5177333333333334,0.4508388888888889,0.1465,0.5333021978021978,0.2643983741830065,0.4551,0.5177333333333334,0.4508388888888889,,,,,,
07-08,,0.4080615384615385,,,0.5379277777777778,0.4299588235294118,0.0799153846153846,0.4080615384615385,0.3318375,0.41841875,0.5379277777777778,0.4299588235294118,,PD,,,,
07-09,0.0133307692307692,0.4966272727272727,,0.3817375,0.307,0.4062611111111111,0.0133307692307692,0.4966272727272727,0.3320368055555555,0.3817375,0.307,0.4062611111111111,,,,,,PD
07-10,0.0101722222222222,0.47096,,0.5749857142857143,0.3823944444444444,0.3905944444444444,0.0101722222222222,0.47096,0.3385298611111111,0.5749857142857143,0.3823944444444444,0.3905944444444444,,,,,,
07-11,-0.001,0.5048555555555555,,,0.4198555555555555,0.39335,-0.001,0.5048555555555555,0.2832579166666666,0.41841875,0.4198555555555555,0.39335,,,,,,
07-12,0.0137294117647058,0.4873,,,0.4541444444444444,0.3847611111111111,0.0137294117647058,0.4873,0.2832579166666666,0.4559491071428572,0.4541444444444444,0.3847611111111111,OW,,,,,
07-13,0.0211833333333333,0.4969363636363637,,,,0.3517555555555555,0.0211833333333333,0.4969363636363637,0.2612773199588478,0.3699,0.3779888888888888,0.3517555555555555,OW,,,PD,,
07-14,,0.4666625,0.3318375,0.3369125,0.3018333333333333,,0.0121138888888888,0.4666625,0.3318375,0.3369125,0.3018333333333333,0.4184755555555555,OW,,,,PD,
07-15,0.0030444444444444,0.4395833333333333,0.182,0.336175,0.4809,,0.0030444444444444,0.4395833333333333,0.182,0.336175,0.4809,0.4380888888888888,OW,,,,,
07-16,,0.3660777777777778,,0.3699,0.2481,,0.0131472222222221,0.3660777777777778,0.2187,0.3699,0.2481,0.3435744696969697,OW,,,,,
07-17,0.02325,0.2808466666666667,0.2554,0.3422055555555555,0.40125,0.5244222222222222,0.02325,0.2808466666666667,0.2554,0.3422055555555555,0.40125,0.5244222222222222,OW,,,,,
07-18,,0.2651777777777778,,0.2978777777777778,0.3124222222222222,0.2425583333333333,0.0145527777777777,0.2651777777777778,0.2187,0.2978777777777778,0.3124222222222222,0.2425583333333333,OW,,,,,
07-19,0.0058555555555555,0.168025,,,0.2229222222222222,,0.0058555555555555,0.168025,0.1910337962962962,0.2452888888888889,0.2229222222222222,0.1610473484848484,OW,,,,,
07-20,0.0027444444444444,0.2035666666666666,0.1519125,0.1927,,0.0795363636363636,0.0027444444444444,0.2035666666666666,0.1519125,0.1927,0.2563138888888888,0.0795363636363636,OW,,,,,
07-21,0.0010111111111111,0.0099555555555555,0.1657888888888888,0.0868533333333333,0.2897055555555555,,0.0010111111111111,0.0099555555555555,0.1657888888888888,0.0868533333333333,0.2897055555555555,0.0559574675324675,OW,,,,,
07-22,0.1024111111111111,0.0275777777777777,,,0.3754666666666666,0.0323785714285714,0.1024111111111111,0.0275777777777777,0.1107333333333332,0.1598988888888888,0.3754666666666666,0.0323785714285714,,,,,,
07-23,0.0143666666666666,7.222222222222222e-05,0.0556777777777777,0.2329444444444444,,0.0018111111111111,0.0143666666666666,7.222222222222222e-05,0.0556777777777777,0.2329444444444444,0.2563138888888888,0.0018111111111111,,,,,,
07-24,0.0604,0.011335294117647,,0.2728285714285714,,0.0156777777777777,0.0604,0.011335294117647,0.0556777777777777,0.2728285714285714,0.2018583333333332,0.0156777777777777,,,,,,
07-25,0.00175,0.1999333333333333,,0.16245,,0.0011722222222222,0.00175,0.1999333333333333,0.0276222222222222,0.16245,0.043375,0.0011722222222222,,,,,,OW
07-26,0.04214375,0.0314555555555555,,0.15245,0.0282499999999999,-2.2222222222222217e-05,0.04214375,0.0314555555555555,0.0556777777777777,0.15245,0.0282499999999999,-2.2222222222222217e-05,,OW,,,,OW
07-27,0.0403555555555555,,-0.0004333333333333,0.105,,0.0403444444444444,0.0403555555555555,0.0651277777777777,-0.0004333333333333,0.105,0.0358124999999999,0.0403444444444444,,OW,,,,OW
07-28,0.0305,0.0988,0.13115,,0.043375,0.0349444444444444,0.0305,0.0988,0.13115,0.06831875,0.043375,0.0349444444444444,,OW,,,OW,OW
07-29,0.0426777777777777,0.0310333333333333,,0.0316375,,,0.0426777777777777,0.0310333333333333,0.080487037037037,0.0316375,0.0282499999999999,0.0403444444444444,,OW,,,OW,OW
07-30,0.0519571428571428,0.0008388888888888,,,,,0.0519571428571428,0.0008388888888888,0.1209472222222221,0.1312150462962963,0.0235221153846153,0.0470546296296296,,OW,,,OW,OW
07-31,0.0197117647058823,-0.0005555555555555,0.1107444444444444,,,0.0807944444444444,0.0197117647058823,-0.0005555555555555,0.1107444444444444,0.0316375,0.0235221153846153,0.0807944444444444,,OW,,,OW,OW
08-01,0.0013222222222222,,,0.2936888888888889,0.0036692307692307,0.025425,0.0013222222222222,0.0210828042328042,0.1107444444444444,0.2936888888888889,0.0036692307692307,0.025425,,OW,,OW,OW,OW
08-02,,,,0.0167222222222222,,0.0371777777777777,0.0519571428571428,-0.0003222222222222,0.0768305555555555,0.0167222222222222,,0.0371777777777777,,OW,,OW,,OW
08-03,,,,0.02805,,0.0200333333333333,0.1094444444444444,0.0181074074074074,0.1107444444444444,0.02805,0.0271460550637633,0.0200333333333333,,OW,,OW,OW,OW
08-04,,,,,,0.1021,0.1014496296296296,0.0181074074074074,0.1471813492063492,0.0143388888888888,0.0235221153846153,0.1021,,OW,,OW,OW,OW
08-05,0.2175666666666666,-0.0003222222222222,-0.0012,0.0006277777777777,,0.0524222222222222,0.2175666666666666,-0.0003222222222222,-0.0012,0.0006277777777777,0.0249383732008731,0.0524222222222222,,OW,,OW,OW,OW
08-06,0.0706222222222222,0.0552,,0.0572833333333333,,0.0010666666666666,0.0706222222222222,0.0552,0.1829875,0.0572833333333333,0.0201944444444444,0.0010666666666666,,,,OW,OW,OW
08-07,,,,0.0560857142857142,,,0.1014496296296296,0.0193851851851851,0.1829875,0.0560857142857142,0.0157952635327634,0.001361111111111,,,,OW,OW,OW
08-08,,,0.367175,,,0.0016555555555555,0.0494111111111111,0.0292388888888888,0.367175,0.0560857142857142,0.0201944444444444,0.0016555555555555,,,,OW,OW,
08-09,0.01616,0.0032777777777777,,,,0.0014388888888888,0.01616,0.0032777777777777,0.1471813492063492,0.0357057081807081,0.0397925468050467,0.0014388888888888,,,,OW,OW,
08-10,0.0494111111111111,,,0.0297055555555555,,,0.0494111111111111,0.0292388888888888,0.1492103986291486,0.0297055555555555,0.0397925468050467,0.0016555555555555,,,,,OW,
08-11,0.08183,,,,,,0.08183,0.0450888888888888,0.1829875,0.0213258547008546,0.0405387908387908,0.0399481481481481,,,,,,
08-12,0.0064,,,0.0129461538461538,,0.07995,0.0064,0.0450888888888888,0.2077458333333333,0.0129461538461538,0.0299934956247455,0.07995,,,,,,
08-13,,0.0869,,0.0068833333333333,,,0.0913548888888888,0.0869,0.073075,0.0068833333333333,,0.0384555555555556,,,,,,
08-14,,,,,0.0201944444444444,-0.0030388888888888,0.1085111111111111,0.0502692307692307,0.1145552579365079,0.1387416666666666,0.0201944444444444,-0.0030388888888888,,,,,,
08-15,,0.0136384615384615,,0.2706,,,0.1085111111111111,0.0136384615384615,0.073075,0.2706,0.0597222222222222,0.0470694444444444,,,,,,
08-16,0.2106222222222222,,,,,,0.2106222222222222,0.0502692307692307,0.06738943001443,0.1387416666666666,0.0597222222222222,0.0389805555555556,,,,,,
08-17,,,0.073075,,0.09925,,0.1233086018518518,0.0524831908831908,0.073075,0.1737222222222222,0.09925,0.0389805555555556,,,,,,
08-18,,0.097,0.0321375,0.0768444444444444,,0.081,0.1405777777777777,0.097,0.0321375,0.0768444444444444,0.0597222222222222,0.081,,,,,,
08-19,,0.0468111111111111,,,,,0.1330497685185185,0.0468111111111111,0.0321375,0.0550722222222222,0.0494166666666667,0.0398777777777777,,,,,,
08-20,,,,,,,0.11799375,0.0555555555555555,0.0165409722222222,0.0594888888888888,0.0019222222222222,0.0418527777777777,,,,,,
08-21,0.0705333333333333,0.0643,0.0009444444444444,0.0333,-0.0004166666666666,,0.0705333333333333,0.0643,0.0009444444444444,0.0333,-0.0004166666666666,0.0285555555555555,,,,,,
08-22,0.11799375,,,,0.0019222222222222,,0.11799375,0.0643,0.0030222222222221,0.0594888888888888,0.0019222222222222,0.0060875,,,,,,
08-23,0.0155444444444444,,,0.0856777777777777,,0.0027055555555555,0.0155444444444444,0.0654392857142857,0.0050625,0.0856777777777777,0.0009666666666666,0.0027055555555555,,,,,,
08-24,0.0007277777777777,,0.0050999999999999,0.0026705882352941,1.1111111111111152e-05,0.0019611111111111,0.0007277777777777,0.0643,0.0050999999999999,0.0026705882352941,1.1111111111111152e-05,0.0019611111111111,,,,,,
08-25,0.026275,,0.0050625,0.0109699999999999,0.3586222222222222,0.0060875,0.026275,0.0578083333333333,0.0050625,0.0109699999999999,0.3586222222222222,0.0060875,,,,,,
08-26,,,0.0453538461538461,0.0023,0.0036166666666666,,0.1305875,0.0643,0.0453538461538461,0.0023,0.0036166666666666,0.0040159722222222,,,,,,
08-27,0.2349,,-0.0033277777777777,,0.0007333333333333,0.0019444444444444,0.2349,0.0688105555555555,-0.0033277777777777,0.0016290267379679,0.0007333333333333,0.0019444444444444,,,,,,
08-28,0.0722571428571428,0.0723,0.00992,,,,0.0722571428571428,0.0723,0.00992,-0.0018318181818181,0.0541166666666666,0.0019444444444444,,,,,,
08-29,,,,,,,0.0632454395141894,0.036825,0.0108166666666666,0.0053009090909091,0.1049177777777777,0.0017555555555554,,,,,,
08-30,,0.00135,,-0.0059636363636363,,0.0018388888888888,0.0722571428571428,0.00135,0.013415479143838,-0.0059636363636363,0.0541166666666666,0.0018388888888888,,,,,,
08-31,,0.18028,,0.016,,,0.0381740259740259,0.18028,0.0108166666666666,0.016,0.0556490476190475,0.0014833333333332,,,,,,
09-01,,,,,,0.0011277777777777,0.0381740259740259,0.0665552777777777,0.0122862962962963,0.016,0.0556490476190475,0.0011277777777777,,,,,,
09-02,,,,,0.1075,0.0386416666666666,0.0150108706108705,0.078032063712522,0.0108166666666666,0.1070875,0.1075,0.0386416666666666,,,,,,
09-03,0.004090909090909,,,0.198175,0.1085285714285714,,0.004090909090909,0.0723,0.0148825308641974,0.198175,0.1085285714285714,0.0206902777777777,,,,,,
09-04,,,,,0.0073666666666666,0.0027388888888888,0.0150108706108705,0.0739632857142857,0.0122862962962963,0.0580411650050286,0.0073666666666666,0.0027388888888888,,,,,,
09-05,,,,,,,0.0027676767676767,0.1105471428571428,0.0158750370370369,0.0331,0.031507857142857,,,,,,,
09-06,,,0.0302666666666666,,,,0.0027676767676767,0.0939125892857142,0.0302666666666666,0.1127875,0.0369742063492063,,,,,,,
09-07,,,0.0108166666666666,,,,0.0014444444444444,0.0612664642857142,0.0108166666666666,0.0331,0.0073666666666666,,,,,,,
09-08,,,0.0151888888888888,,,,0.0044063799903799,0.0624792165178571,0.0151888888888888,0.0897655423280423,-0.0005166666666666,,,,,,,
09-09,0.0014444444444444,,,,,,0.0014444444444444,0.0485696428571428,,0.0944142526455026,0.0037470899470899,,,,,,,
09-10,,0.0408142857142857,,0.0331,,,-0.0015777777777777,0.0408142857142857,,0.0331,0.0015706790123456,,,,,,,
09-11,,,,0.0200888888888888,-0.0084,,-0.0015777777777777,0.0440089285714285,,0.0200888888888888,-0.0084,0.0259631944444444,,,,,,
09-12,-0.0046,,,,,,-0.0046,0.0565922365702479,0.0158750370370369,0.0990629629629629,0.0035329695767195,0.0259631944444444,,,,,,
09-13,,,,,,,0.0242933333333333,0.0485696428571428,0.0884216296296295,0.1320444444444444,0.0040142857142857,0.0491875,,,,,,
09-14,,,,0.244,,,0.0242933333333333,0.0440089285714285,0.0302666666666666,0.244,0.0034798941798941,,,,,,,
09-15,0.0531866666666666,,,,,,0.0531866666666666,0.0440089285714285,0.1705194444444444,,0.0034798941798941,,,,,,,
09-16,,,,,0.0164285714285714,,0.0185102139796931,0.0491066558441558,0.1847249999999999,,0.0164285714285714,,,,,,,
09-17,,0.056325,,,0.0024111111111111,,0.0242933333333333,0.056325,0.1428055555555555,,0.0024111111111111,,,,,,,
09-18,,,,,,,0.0198886961063627,0.0348875,0.1705194444444444,0.1062828181951792,0.0139382275132275,,,,,,,
09-19,,,,,,,0.0242933333333333,0.056325,,0.0990629629629629,0.0029388888888888,,,,,,,
09-20,,0.01345,,,0.022975,0.0491875,0.0263283333333332,0.01345,,0.1227139814814814,0.022975,0.0491875,,,,,,
09-21,,,,,0.0029388888888888,,0.0276849999999999,0.057075,,0.1274875,0.0029388888888888,0.067740625,,,,,,
09-22,,0.1007,0.32585,,0.0281666666666666,,0.0309671538461538,0.1007,0.32585,0.0836333333333333,0.0281666666666666,0.08629375,,,,,,
09-23,,,,,0.0016,,0.0355,0.054320429159318,0.184725,0.0251061507936507,0.0016,0.08629375,,,,,,
09-24,,,,,,,0.0301878603988603,0.0549872868900646,0.1847249999999999,0.0509027549970605,0.030726111111111,0.17010625,,,,,,
09-25,,,,,,,0.0309671538461538,0.056325,0.14565,,0.0408416666666666,0.104846875,,,,,,
09-26,,,0.0436,,,0.1234,0.0320568328899223,0.0536535714285714,0.0436,,0.0639499999999999,0.1234,,,,,,
09-27,0.0021833333333333,,,,0.0800833333333333,,0.0021833333333333,0.0659142857142857,0.0674999999999999,,0.0800833333333333,0.23835,,,,,,
09-28,0.0355,,,0.010975,0.133275,0.3533,0.0355,0.0565552248677248,0.028425,0.010975,0.133275,0.3533,,,,,,
09-29,,,,,,0.0168333333333333,0.0362807692307692,0.0423910714285714,0.028425,0.0155597222222222,0.0800833333333333,0.0168333333333333,,,,,,
09-30,,,0.01325,0.0201444444444444,,,0.0370615384615384,0.0401100777116401,0.01325,0.0201444444444444,0.085091512345679,0.1944499999999999,,,,,,
10-01,,,,,,,0.0370615384615384,0.0284780423280423,0.0505857407407407,0.0226252976190475,0.0967,0.1268666666666666,,,,,,
10-02,0.0386230769230769,0.0311285714285714,,,,,0.0386230769230769,0.0311285714285714,0.0324555555555555,0.0251061507936507,0.1149874999999999,0.1109222222222221,,,,,,
10-03,0.0211764705882352,,,,,0.2369,0.0211764705882352,0.0284780423280423,0.0308433333333333,0.029879365079365,0.1085599999999999,0.2369,,,,,,
10-04,0.065,,,,,0.0630888888888888,0.065,0.0349277215608465,0.0324555555555555,0.0380302777777777,0.1045158333333333,0.0630888888888888,,,,,,
10-05,,,,0.0396142857142857,,,0.0451722222222222,0.0281948412698412,0.0651227777777777,0.0396142857142857,0.0967,0.0944913398692809,,,,,,
10-06,0.0253444444444444,,,,0.0967,,0.0253444444444444,0.0284780423280423,0.0516611111111111,0.0568083948412698,0.0967,0.0840238562091502,,,,,,
10-07,0.0299428571428571,,,,,,0.0299428571428571,0.0284780423280423,0.0617753497942386,0.0575107142857142,0.1085599999999999,0.0735563725490195,,,,,,
10-08,,,0.0516611111111111,,,0.1049588235294117,0.0583969649740237,0.0277446097883597,0.0516611111111111,0.0754071428571428,0.0946399999999999,0.1049588235294117,,,,,,
10-09,,0.0252611111111111,,,0.12042,0.0410411764705882,0.065,0.0252611111111111,0.0933027777777777,0.0754071428571428,0.12042,0.0410411764705882,,,,,,
10-10,,0.0290444444444444,0.1349444444444444,,0.0668,,0.0715961904761904,0.0290444444444444,0.1349444444444444,0.0933035714285714,0.0668,0.0573926470588234,,,,,,
10-11,,,0.0435444444444444,0.1112,,,0.0958214285714285,0.0287612433862433,0.0435444444444444,0.1112,0.0668,0.0415372549019607,,,,,,
10-12,,,,,,,0.132895994397759,0.0435650347436954,0.0551666666666666,0.0650008409611992,0.0467777777777777,0.0399223529411764,,,,,,
10-13,,,,,,0.0420333333333333,0.1617,0.0290444444444444,0.0489370370370369,0.0754071428571428,0.0668,0.0420333333333333,,,,,,FO
10-14,,,0.0551666666666666,,0.0267555555555555,,0.1545620790538437,0.0480124952758881,0.0551666666666666,0.0703156084656084,0.0267555555555555,0.039011111111111,,FO,,,,
10-15,0.1617,,,,,0.0359888888888888,0.1617,0.0290444444444444,0.0480999999999999,0.0754071428571428,0.2479277777777777,0.0359888888888888,FO,,,,,
10-16,0.1930058823529411,,0.0410333333333333,,0.4691,0.0352777777777777,0.1930058823529411,0.1000148148148147,0.0410333333333333,0.0719833333333332,0.4691,0.0352777777777777,,,FO,,,FO
10-17,,,,,,,0.1840098039215686,0.1000148148148147,0.0375708333333333,0.0398547619047618,0.0668,0.0420333333333333,,,,,,
10-18,,,0.0341083333333333,,,,0.1870084967320261,0.1539235265065621,0.0341083333333333,0.0549083333333332,0.2544333333333333,0.0738945860566448,,,,,,
10-19,,,,,,,0.1840098039215686,0.1745,0.089062037037037,0.0398547619047618,0.0589944444444444,0.0420333333333333,,,,,,
10-20,0.1810111111111111,,,,,,0.1810111111111111,0.1781671046848874,0.0410333333333333,0.0595119320987653,0.1377059523809523,0.1120033333333332,,,,,,
10-21,,0.0965,,0.0327666666666666,0.0462722222222222,,0.1740708333333333,0.0965,0.1550291666666666,0.0327666666666666,0.0462722222222222,0.1616722222222222,,,,,,
10-22,,0.1745,,,0.0589944444444444,,0.1671305555555555,0.1745,0.1135666666666666,0.0363107142857142,0.0589944444444444,0.157605,,,,,,
10-23,,,,,0.0338944444444444,,0.1671305555555555,0.2447944444444444,0.1432024999999999,0.0398547619047618,0.0338944444444444,0.1616722222222222,,,,,,
10-24,0.15325,0.3150888888888888,0.27595,,,,0.15325,0.3150888888888888,0.27595,0.0398547619047618,0.0422527777777777,0.1991808641975308,,,,,,
10-25,,,0.0823666666666666,,0.0506111111111111,,0.1740708333333333,0.290411111111111,0.0823666666666666,0.0469428571428571,0.0506111111111111,0.197025,,,,,,
10-26,,0.2657333333333333,0.1135666666666666,,0.1409444444444444,0.2880666666666667,0.319140625,0.2657333333333333,0.1135666666666666,0.1097649603174602,0.1409444444444444,0.2880666666666667,,,,,,
10-27,,,,0.0469428571428571,,,0.3855545138888888,0.2657333333333333,0.2222402083333333,0.0469428571428571,0.092821111111111,0.197025,,,,,,
10-28,,,,,,0.1059833333333333,0.3389199900793651,0.2081575757575757,0.2509614583333333,0.1125103174603174,0.092821111111111,0.1059833333333333,,,,,,
10-29,0.48503125,0.1505818181818181,,,,0.2336,0.48503125,0.1505818181818181,0.3258213194444444,0.1780777777777777,0.1237472222222222,0.2336,,,,,,
10-30,,,0.38835625,0.1780777777777777,,0.2993333333333333,0.3855545138888888,0.198378409090909,0.38835625,0.1780777777777777,0.1500558333333333,0.2993333333333333,,,,,,
10-31,,,0.5314777777777778,0.3863111111111111,,,0.35783125,0.246175,0.5314777777777778,0.3863111111111111,0.1500558333333333,0.2373388888888888,,,,,,
11-01,0.2860777777777777,0.246175,0.3447444444444444,,0.10655,,0.2860777777777777,0.246175,0.3447444444444444,0.2886851851851852,0.10655,0.3063046296296295,,,,,,
11-02,0.35783125,,0.2631733333333333,,,0.2373388888888888,0.35783125,0.3198652777777777,0.2631733333333333,0.3586020833333333,0.18951875,0.2373388888888888,,,,,,
11-03,0.5282285714285714,0.3935555555555555,,0.3016666666666667,,,0.5282285714285714,0.3935555555555555,0.4176635897435897,0.3016666666666667,0.18951875,0.3822416666666666,,,,,,
11-04,,0.5632375000000001,0.5721538461538461,,,0.5271444444444444,0.5626253968253968,0.5632375000000001,0.5721538461538461,0.3586020833333333,0.231003125,0.5271444444444444,,,,,,
11-05,0.5970222222222222,,0.5768,0.4155375,0.2724875,0.4483941176470588,0.5970222222222222,,0.5768,0.4155375,0.2724875,0.4483941176470588,,,,,,
11-06,,,0.5019722222222223,,,0.4689222222222222,,,0.5019722222222223,,0.2841493055555555,0.4689222222222222,,,,,,
11-07,,,,,,,,,,,,,,,,,,
11-08,,,,,0.2958111111111111,,,,,,0.2958111111111111,,,,,,,
11-09,,,,,,,,,,,,,,,,,,
11-10,,,,,,,,,,,,,,,,,,
11-11,,,,,,,,,,,,,,,,,,
11-12,,,,,,,,,,,,,,,,,,
11-13,,,,,,,,,,,,,,,,,,
11-14,,,,,,,,,,,,,,,,,,
11-15,,,,,,,,,,,,,,,,,,
11-16,,,,,,,,,,,,,,,,,,
11-17,,,,,,,,,,,,,,,,,,
11-18,,,,,,,,,,,,,,,,,,
11-19,,,,,,,,,,,,,,,,,,
11-20,,,,,,,,,,,,,,,,,,
11-21,,,,,,,,,,,,,,,,,,
11-22,,,,,,,,,,,,,,,,,,
11-23,,,,,,,,,,,,,,,,,,
11-24,,,,,,,,,,,,,,,,,,
11-25,,,,,,,,,,,,,,,,,,
11-26,,,,,,,,,,,,,,,,,,
11-27,,,,,,,,,,,,,,,,,,
11-28,,,,,,,,,,,,,,,,,,
11-29,,,,,,,,,,,,,,,,,,
11-30,,,,,,,,,,,,,,,,,,
12-01,,,,,,,,,,,,,,,,,,
12-02,,,,,,,,,,,,,,,,,,
12-03,,,,,,,,,,,,,,,,,,
12-04,,,,,,,,,,,,,,,,,,
12-05,,,,,,,,,,,,,,,,,,
12-06,,,,,,,,,,,,,,,,,,
12-07,,,,,,,,,,,,,,,,,,
12-08,,,,,,,,,,,,,,,,,,
12-09,,,,,,,,,,,,,,,,,,
12-10,,,,,,,,,,,,,,,,,,
12-11,,,,,,,,,,,,,,,,,,
12-12,,,,,,,,,,,,,,,,,,
12-13,,,,,,,,,,,,,,,,,,
12-14,,,,,,,,,,,,,,,,,,
12-15,,,,,,,,,,,,,,,,,,
12-16,,,,,,,,,,,,,,,,,,
12-17,,,,,,,,,,,,,,,,,,
12-18,,,,,,,,,,,,,,,,,,
12-19,,,,,,,,,,,,,,,,,,
12-20,,,,,,,,,,,,,,,,,,
12-21,,,,,,,,,,,,,,,,,,
12-22,,,,,,,,,,,,,,,,,,
12-23,,,,,,,,,,,,,,,,,,
12-24,,,,,,,,,,,,,,,,,,
12-25,,,,,,,,,,,,,,,,,,
12-26,,,,,,,,,,,,,,,,,,
12-27,,,,,,,,,,,,,,,,,,
12-28,,,,,,,,,,,,,,,,,,
12-29,,,,,,,,,,,,,,,,,,
12-30,,,,,,,,,,,,,,,,,,
12-31,,,,,,,,,,,,,,,,,,
